,businessLicenseNumber,businessPerson,certStr,epsAddress,epsName,epsProductAddress,isimport,legalPerson,processid,productSn,qfManagerName,qualityPerson,rcManagerDepartName,rcManagerUser,xkDate,xkDateStr,xkName,xkType
3286,914405137079749413,许永丰,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市潮阳区和平金带围工业区,汕头市千雅精细化工有限公司,汕头市潮阳区和平金带围工业区1号,Y,马乐海,,粤妆20161481,广东省药品监督管理局,赖泽平,汕头市潮阳区食品药品监督管理局,谢华强、许容珊,2021-12-01,2016-12-02,严振,206
3287,914405137122299386,黄楚雄,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市潮阳区和平下寨工业区,汕头市花王日化有限公司,汕头市潮阳区和平下寨工业区1号,Y,黄楚雄,,粤妆20161479,广东省药品监督管理局,金宇尧,汕头市潮阳区食品药品监督管理局,谢华强、许容珊,2021-12-01,2016-12-02,严振,206
3288,914405135516885265,林金川,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市潮阳区和平镇新和居委广汕公路和平段464号西侧第二幢,汕头市谊发化妆品有限公司,汕头市潮阳区和平镇新和居委广汕公路和平段464号西侧第二幢,Y,林金川,,粤妆20161469,广东省药品监督管理局,陈卓嘉,汕头市潮阳区食品药品监督管理局,谢华强、许容珊,2021-12-01,2016-12-02,严振,206
3289,91440111340185371C,吴明义,粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市白云区永平街东平村广超街29号三楼,广州米琪尔化妆品有限公司,广州市白云区永平街东平村广超街29号三楼,Y,吴明义,,粤妆20161463,广东省药品监督管理局,康彦华,白云区局永平食品药品监督管理所,黄新权、周基伟,2021-12-01,2016-12-02,严振,206
3290,914401113557706611,陈冲,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区白云湖街夏茅二十社舟航创意园B栋五楼,广州百利肤化妆品有限公司,广州市白云区白云湖街夏茅二十社舟航创意园B栋五楼,Y,陈冲,,粤妆20161462,广东省药品监督管理局,宋爽,白云区局白云湖食品药品监督管理所,牛学杰、阮家兴,2021-12-01,2016-12-02,严振,206
3291,91440101771183933C,姜万夫,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）,广州市白云区良田镇金盆村第五经济合作社金布庄北片工业区A-3栋,广州市白云区圣迪雅化妆品厂,广州市白云区良田镇金盆村第五经济合作社金布庄北片工业区A-3栋,Y,姜万夫,,粤妆20161443,广东省药品监督管理局,姜勇,白云区局钟落潭食品药品监督管理所,梁嘉伦、周永伟,2021-12-01,2016-12-02,严振,206
3292,91440500708025174N,孙敬元,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市龙湖区嵩山北路18号嘉颜大厦,广东嘉颜集团有限公司,汕头市龙湖区嵩山北路18号嘉颜大厦,Y,孙敬元,,粤妆20161421,广东省药品监督管理局,刘香玲,汕头市龙湖区食品药品监督管理局,刘佐鑫、郑奕畅,2021-12-01,2016-12-02,严振,206
3293,91440111321014315L,邓诗春,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区嘉禾街鹤泰路二号D栋3至4楼,广州友品位生物科技有限公司,广州市白云区嘉禾街鹤泰路二号D栋3至4楼,Y,邓诗春,,粤妆20161414,广东省药品监督管理局,向征,白云区局嘉禾食品药品监督管理所,李勇刚、刘成禹,2021-12-01,2016-12-02,严振,206
3294,913707005728606556,付志刚,一般液态单元（护发清洁类、护肤水类、啫喱类），膏霜乳液单元（护肤清洁类）,潍坊经济开发区顺通街1688号,潍坊龙江生物工程有限公司,潍坊经济开发区顺通街1688号,Y,付志刚,,鲁妆20160064,山东省食品药品监督管理局,毕晓芹,山东潍坊经济开发区市场监督管理局,崔同华  王诚,2021-12-01,2016-12-02,王建政,201
3295,91370700559901774D,刘东兵,一般液态单元（护发清洁类、护肤水类），膏霜乳液单元（护肤清洁类、护发类）,潍坊经济开发区永康街3号,潍坊一鸣生物科技有限公司,潍坊经济开发区永康街3号,Y,刘东兵,,鲁妆20160063,山东省食品药品监督管理局,李知谕,山东潍坊经济开发区市场监督管理局,崔同华  王诚,2021-12-01,2016-12-02,王建政,201
3296,91370102750854275T,朱皖济,粉单元（浴盐类）,济南市历下区化纤厂路13号,山东雨花雪生物科技有限公司,济南市历下区化纤厂路13号,Y,刘守荣,,鲁妆20160062,山东省食品药品监督管理局,杨家涛,济南市历下区食品药品监督管理局,胡新卫  张越,2021-12-01,2016-12-02,王建政,201
3297,914401016699865536,童荣亮,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类）,广州市从化经济技术开发区高科技产业园福从路16号（办公楼）（仅限办公用途）,广州市华好生物科技有限公司,广州市从化经济技术开发区高科技产业园福从路16号,Y,程文平,,粤妆20161409,广东省药品监督管理局,郑俊岳,从化区局太平食品药品监管所,莫伟雄、梁金华,2021-11-30,2016-12-01,严振,206
3298,91650102742232986F,艾米都拉江,一般液态单元（护发清洁类）；粉单元（散粉类）,新疆乌鲁木齐市天山区解放南路97号亚鸿大厦B座1605室,乌鲁木齐买尔哈巴纳娇海娜化妆品进出口有限公司,新疆乌鲁木齐市水磨沟区八道湾村创业园鸿海路107号,N,艾斯克尔.玉苏甫,20161201115535201dip8p,新妆20160010,新疆维吾尔自治区食品药品监督管理局,古丽巴哈尔·乌斯曼,乌鲁木齐市食品药品监督管理局,王莉，戴伟,2021-12-01,2016-12-01,莫合买提·乌斯曼,201
3299,91330522050113126E,严华荣,膏霜乳液单元；一般液态单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品（具体产品类别见副本） ,浙江省湖州市长兴县浙江省湖州市长兴县经济技术开发区陈王路以东陆汇路以北,浙江优全护理用品科技有限公司,浙江省湖州市长兴县李家巷镇新世纪工业园区,Y,严华荣,,浙妆20160185,浙江省食品药品监督管理局,李先华,湖州市市场监督管理局、长兴县市场监督管理局,王枫、程成伟,2021-11-29,2016-11-30,陈时飞,201
3300,914401016734892779,马立群,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区均禾街罗岗村宗润北街60号,广州市柏束化妆品有限公司,广州市白云区新市镇均禾街罗岗村宗润北街60号,Y,马立雄,,粤妆20161400,广东省药品监督管理局,李凯,白云区局均禾食品药品监督管理所,赖成旭、何文健,2021-11-29,2016-11-30,严振,206
3301,913205097337443493,张天翊,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,吴江临沪经济区黎里镇黎阳南路西59号,吴江洁雅化妆品有限公司,吴江临沪经济区黎里镇黎阳南路西59号,N,张浩,20160821091310201v2w08,苏妆20160149,江苏省食品药品监督管理局,周清,苏州市吴江区市场监督管理局,梁七观、潘凯,2021-11-30,2016-11-30,朱勤虎,201
3302,91320594346136415T,莫与彬,一般液态单元（护肤水类）,苏州工业园区苏虹东路188号B幢212AB,苏州华彬生物科技有限公司,苏州工业园区苏虹东路188号B幢212AB,N,莫与彬,20160802164303201j4t92,苏妆20160145,江苏省食品药品监督管理局,朱晓东,苏州市食品药品监督管理局,潘茹菁、高峰、祝明洪、褚叶果,2021-11-30,2016-11-30,朱勤虎,201
3303,91310117134656435T,黄荣华,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区九亭镇涞寅路1881号7幢3层,上海诗碧化妆品有限公司,上海市松江区九亭镇涞寅路1881号7幢3层,Y,胡鹤鸣,,沪妆20160114,上海市食品药品监督管理局,黄培华,上海市松江区市场监督管理局,汤晓平、柏俊华,2021-11-29,2016-11-30,周群,201
3304,91310115703023428H,金戍康,一般液态单元（护发清洁类）；膏霜乳液单元（护肤清洁类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,浦东新区高桥镇西新村江心沙路410号2号楼,上海意达洗涤剂有限公司,浦东新区高桥镇西新村江心沙路410号2号楼,Y,金戍康,,沪妆20160106,上海市食品药品监督管理局,徐波,上海市浦东新区市场监督管理局,金剑、冯乾、顾婷华、张巍、王译倩、吴小芹,2021-11-29,2016-11-30,周群,201
3305,91510114732371616L,唐茜,一般液态单元（护发清洁类）；气雾剂及有机溶剂单元（有机溶剂类）,四川省成都市新都区新繁镇繁清路516号,成都天威保健品有限公司,四川省成都市新都区新繁镇繁清路516号,N,唐茜,20160829145310201w36na,川妆20160011,四川省食品药品监督管理局,何文元,成都市新都区食品药品监督管理局,刘均，陈勋,2021-11-29,2016-11-30,张庆营,201
3306,9144142669243866X6,黄怀忠,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类、护发类）,广东省平远县大柘镇广州(南沙)产业转移园A1号,广东五指石科技有限公司,广东省平远县大柘镇广州(南沙)产业转移园A1号,Y,黄怀忠,,粤妆20161391,广东省药品监督管理局,冯伟胜,平远县食品药品监督管理局,凌广华、陈丽霞,2021-11-28,2016-11-29,严振,206
3307,110114004047446,李永昌,一般液态单元（护肤水类、啫喱类）；膏霜乳液单元（护发清洁类、护肤清洁类、护发类）***,北京市昌平区小汤山工业园区33号,北京光明日化有限责任公司,北京市昌平区小汤山工业园区33号,Y,李永昌,,京妆20160044,北京市食品药品监督管理局,周立平,北京市昌平区食品药品监督管理局,唐来发、李晨光,2021-11-28,2016-11-29,梁洪  ,201
3308,91110115766267761k,杨文志,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类）***,北京市大兴区工业开发区科苑路18号,北京丽倍生科技有限责任公司,大兴区工业开发区科苑路18号,Y,陶庆,,京妆20160043,北京市食品药品监督管理局,刘露莹,北京市大兴区食品药品监督管理局,李雪松、于竹,2021-11-28,2016-11-29,梁洪 ,201
3309,91110116593807255Y,贾子乐,一般液态单元（护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类）***,北京市怀柔区雁栖经济开发区乐园大街36号2幢,北京中宏赛思生物技术有限公司,北京市怀柔区雁栖经济开发区乐园大街36号2幢,Y,贾丽加,,京妆20160041,北京市食品药品监督管理局,刘振,北京市怀柔区食品药品监督管理局,张志军、李广利,2021-11-28,2016-11-29,梁洪 ,201
3310,91450108355866479F,黄招球,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,南宁市良庆区沿海经济开发区建业路二街6号,南宁市御皇康日化科技有限公司,南宁市良庆区沿海经济开发区建业路二街6号,N,黄招球,20161103090344201diwc2,桂妆20160025,广西壮族自治区食品药品监督管理局,严学迎,南宁市良庆区食品药品监督管理局,毛发友、梁梦宇、陆明喜、楼家森,2021-11-28,2016-11-29,张剑波,201
3311,91442000324913500P,CHRIS TAH-JIUN SHARNG,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,中山市南朗镇华南现代中医药城中研科技园A栋(5层),然健环球（中山）化妆品有限公司,中山市南朗镇华南现代中医药城中研科技园A栋(5层),Y,CHRIS TAH-JIUN SHARNG,,粤妆20161376,广东省药品监督管理局,王楠,中山市食品药品监督管理局,由日常监督管理机构指定,2021-11-27,2016-11-28,严振,206
3312,914401146640375515,张兴,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市花都区狮岭镇杨二村瓦窑队1号101,广州市惠锋化妆品有限公司,广州市花都区狮岭镇杨二村瓦窑队1号101,Y,张建,,粤妆20161371,广东省药品监督管理局,詹雄,花都区局花城食品药品监管所,姚锡芬、康爱恋,2021-11-27,2016-11-28,严振,206
3313,914401016969495984,汤少康,气雾剂及有机溶剂单元（气雾剂类）,广州市花都区新雅街泰安村中心路自编1号2栋首层,广州市威娜化妆品有限公司,广州市花都区新雅街泰安村中心路自编1号2栋首层,Y,汤少康,,粤妆20161370,广东省药品监督管理局,巫奇勇,花都区局新雅食品药品监管所,危兆志、赵春云,2021-11-27,2016-11-28,严振,206
3314,91440101050625244U,张文燕,粉单元（块状粉类）；蜡基单元（蜡基类）,广州市白云区大朗货场东门直街自编11号,广州市白云区昕薇化妆品厂,广州市白云区大朗货场东门直街自编11号,Y,童春婷,,粤妆20161364,广东省药品监督管理局,符仁义,白云区局白云湖食品药品监督管理所,牛学杰、阮家兴,2021-11-27,2016-11-28,严振,206
3315,91440111725014952P,郑会侠,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；气雾剂及有机溶剂单元（有机溶剂类）,广州市白云区新市镇联边工业区东面A栋,广州市伊丽雅化妆品有限公司,广州市白云区新市镇联边工业区东面Ａ栋,Y,郑会侠,,粤妆20161330,广东省药品监督管理局,宋彦,白云区局鹤龙食品药品监督管理所,胡立明、陈红东,2021-11-27,2016-11-28,严振,206
3316,91440111321026578M,钟小烈,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区雅园新村3号201厂,广州喜善生物科技有限公司,广州市白云区雅园新村3号201厂,Y,钟小烈,,粤妆20161325,广东省药品监督管理局,陈家健,白云区局太和食品药品监督管理所,黄礼杰、任卫红,2021-11-27,2016-11-28,严振,206
3317,91310000607320377G,Alexander K. Tan,一般液态单元（染烫发类）；膏霜乳液单元（染烫发类）；粉单元（染发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市青浦区华新镇华丹路501号,上海美莉娜化妆品有限公司,上海市青浦区华新镇华丹路501号,Y,Alexander K. Tan,,沪妆20160101,上海市食品药品监督管理局,黄凤美,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2021-11-27,2016-11-28,周群,201
3318,91440101799423994L,李福生,一般液态单元（护发清洁类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市花都区新华街三东工业园内,广州市柏尚精细化工有限公司,广州市花都区新华街三东工业园内,Y,李福生,,粤妆20161362,广东省药品监督管理局,廉斌,花都区局花城食品药品监管所,施祥选、罗子翔,2021-11-24,2016-11-25,严振,206
3319,91440114MA59A8PG01,尤星桥,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市花都区新雅街广塘村十九队自编9号一楼（可作厂房使用）,广州韩娅化妆品有限公司,广州市花都区新雅街广塘村十九队自编9号一楼（可作厂房使用）,Y,尤星桥,,粤妆20161359,广东省药品监督管理局,李荣恩,花都区局新雅食品药品监管所,危兆志、赵春云,2021-11-24,2016-11-25,严振,206
3320,914401145961957419,宋文奇,粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市花都区新华街广塘村白蟮塘经济合作社大坑口19队6号厂房,广州贝玲妃化妆品有限公司,花都区新华镇广塘村白蟮塘经济合作社大坑口19队6号厂,Y,宋文华,,粤妆20161350,广东省药品监督管理局,钱芳,花都区局新雅食品药品监管所,危兆志、赵春云,2021-11-24,2016-11-25,严振,206
3321,91440300761988519Q,丁成兵,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类）,深圳市龙岗区新生龙山工业区工业厂房9栋,深圳市深蓝德精细化工科技有限公司,深圳市龙岗区新生龙山工业区工业厂房9栋,Y,丁成兵,,粤妆20161322,广东省药品监督管理局,李军雄,深圳市市场和质量监督管理委员会龙岗食品药品监督管理局,何敏玉、梁晟铭,2021-11-24,2016-11-25,严振,206
3322,91440300580071031B,陈继承,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,深圳市南山区蛇口赤湾少帝路1号赤湾工业区A栋六楼,深圳市喜万年日用品有限公司,深圳市南山区蛇口赤湾少帝路1号赤湾工业区A栋六楼,Y,陈继承,,粤妆20161321,广东省药品监督管理局,江兴元,深圳市市场和质量监督管理委员会南山食品药品监督管理局,袁帅、庞忠,2021-11-24,2016-11-25,严振,206
3323,9144011172483094XB,林荣波,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇柏塘工业区草塘一路61号,广州市米雪兰化妆品有限公司,广州市白云区太和镇柏塘工业区草塘一路61号,Y,周爱惠,,粤妆20161290,广东省药品监督管理局,卓泽平,白云区局太和食品药品监督管理所,黄礼杰、任卫红,2021-11-24,2016-11-25,严振,206
3324,91220104605945189F,孙立,膏霜乳液单元（护肤清洁类）,朝阳区建政路722号,长春市张铃美容有限责任公司,朝阳区建政路722号,N,张铃,20160907160112201whire,吉妆20160024,吉林省食品药品监督管理局,张铃,长春市食品药品监督管理局朝阳分局,陈洪涛  张特,2020-01-27,2016-11-25,崔洪海,201
3325,912224017593428587,崔海兰,一般液态单元（啫喱类、护肤水类）；膏霜乳液单元（护肤清洁类）,延吉市经济开发区科技园,延边凯恩化妆品有限公司,延吉市经济开发区科技园,N,李光云,201608040916512013tu26,吉妆20160023,吉林省食品药品监督管理局,郭俊秋,延吉市市场和质量监督管理局,孙丽清 金红梅,2021-11-24,2016-11-25,崔洪海,201
3326,91420600695114249X,朱炜峰,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（块状粉类、散粉类、浴盐类）；牙膏单元（牙膏类）,襄阳市高新区邓城大道17号,湖北大顶山制药有限公司,襄阳市高新区邓城大道17号,N,朱炜峰,20161110112703201rq7fp,鄂妆20160027,湖北省食品药品监督管理局,张林,襄阳市食品药品监督管理局,唐松、王鹏,2021-11-24,2016-11-25,刘文斌,201
3327,530100100120809,罗宏芳,牙膏单元（牙膏类）,昆明市青年路节孝巷12号,昆明牙膏有限责任公司,昆明市青年路节孝巷12号,N,罗宏芳,20160906110907201hagp4,云妆20160022,云南省食品药品监督管理局,李全,昆明市食品药品监督管理局,方震 、罗芸辉,2021-11-24,2016-11-24,董留华,201
3328,91450400619427024G,吴泰来,气雾剂及有机溶剂单元（有机溶剂类）,广西梧州市钱鉴路大冲里18号,瑞福祥药业（广西）有限公司,广西梧州市钱鉴路大冲里18号,N,吴泰来,201611140852512014hfk1,桂妆20160023,广西壮族自治区食品药品监督管理局,吴炫,梧州市万秀区食品药品监督管理局,彭浩、莫达军,2021-11-23,2016-11-24,张剑波,201
3329,914405147993009359,李文洲,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市潮南区司马浦镇港美村向阳路1号,汕头市舒美精细化工有限公司,汕头市潮南区司马浦镇港美村向阳路1号,Y,李文洲,,粤妆20161284,广东省药品监督管理局,周乐业,汕头市潮南区食品药品监督管理局,肖尤东、纪銮芝,2021-11-22,2016-11-23,严振,206
3330,914405142797471788,苏武杰,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市潮南区峡山金光南路雪莉大厦,汕头市永芬化妆品实业有限公司,汕头市潮南区峡山金光南路雪莉大厦,Y,苏武杰,,粤妆20161267,广东省药品监督管理局,胡壮辉,汕头市潮南区食品药品监督管理局,肖尤东、纪銮芝,2021-11-22,2016-11-23,严振,206
3331,91440514231645121J,吴茂德,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类）；气雾剂及有机溶剂单元（有机溶剂类）,汕头市潮南区峡山泗联大潮工业区,汕头市奥洁实业有限公司,汕头市潮南区峡山泗联大潮工业区1号,Y,马晓燕,,粤妆20161265,广东省药品监督管理局,杨浙洪,汕头市潮南区食品药品监督管理局,肖尤东、纪銮芝,2021-11-22,2016-11-23,严振,206
3332,913101205680218917,陈钟毅,一般液态单元（护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区奉柘公路3098号5幢,爱浓化妆品（上海）有限公司,上海市奉贤区奉柘公路3098号5幢,Y,陈钟毅,,沪妆20160095,上海市食品药品监督管理局,唐卫华,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2021-11-22,2016-11-23,周群,201
3333,913101207728783909,汪承先,一般液态单元（护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区庄行欧洲工业园区钜庭路8号,上海金皮宝制药有限公司,上海市奉贤区庄行欧洲工业园区钜庭路8号,Y,柯少彬,,沪妆20160089,上海市食品药品监督管理局,汪卫华,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2021-11-22,2016-11-23,周群,201
3334,911408260730884965,秦晓天,膏霜乳液单元（护肤清洁类）,山西省运城市绛县南樊镇沸泉村28、29、30幢,山西德美生物科技有限公司,山西省运城市绛县南樊镇沸泉村,N,秦晓天,20161001141852201gbv8s,晋妆20160006,山西省食品药品监督管理局,杨东民,绛县食品药品监督管理局,景雪星、张爱娟,2021-11-21,2016-11-22,赵光国,201
3335,91330782609790591D,金嫦芳,气雾剂及有机溶剂单元；膏霜乳液单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市北苑景三路21号,义乌市梦丽化妆品有限公司,浙江省金华市义乌市北苑景三路21号,Y,虞精伟,,浙妆20160174,浙江省食品药品监督管理局,黄锦文,义乌市市场监督管理局,楼红斌    周胡容,2021-11-20,2016-11-21,陈时飞,201
3336,913307820528162122,胡建平,气雾剂及有机溶剂单元（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市苏溪镇工业园区,义乌市优炫化妆品有限公司,浙江省金华市义乌市苏溪镇工业园区,Y,胡建平,,浙妆20160173,浙江省食品药品监督管理局,胡晶,义乌市市场监督管理局,朱正刚     于谦,2021-11-20,2016-11-21,陈时飞,201
3337,913307827045771823,吴俊强,气雾剂及有机溶剂单元（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市江东镇石塔头村,义乌市盛隆化妆品有限公司,浙江省金华市义乌市义乌市江东镇石塔头村,Y,吴厚志,,浙妆20160171,浙江省食品药品监督管理局,骆婷,义乌市市场监督管理局,张川   丁杨平,2021-11-20,2016-11-21,陈时飞,201
3338,91330782056855796K,朱青荣,气雾剂及有机溶剂单元（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市上溪镇吴晗路12号,义乌市珠琳化妆品有限公司,浙江省金华市义乌市上溪镇吴晗路12号,Y,朱青云,,浙妆20160170,浙江省食品药品监督管理局,朱青云,义乌市市场监督管理局,杨丹成    骆冰琛,2021-11-20,2016-11-21,陈时飞,201
3339,91330782MA29NA116K,陶振华,气雾剂及有机溶剂单元（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市荷叶塘小商品生产基地,义乌市欧宝化妆品厂,浙江省金华市义乌市荷叶塘小商品生产基地,Y,陶振华,,浙妆20160169,浙江省食品药品监督管理局,蒋永均,义乌市市场监督管理局,何振建   吴伟伟,2021-11-20,2016-11-21,陈时飞,201
3340,913304817227656033,范月华,膏霜乳液单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品；一般液态单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品（具体产品类别见副本） ,浙江省嘉兴市海宁市浙江省嘉兴市海宁市丁桥镇凤凰路22号,海宁市雪豹酒店用品厂,浙江省嘉兴市海宁市丁桥镇凤凰路22号,Y,范月华,,浙妆20160161,浙江省食品药品监督管理局,桑俊焘,海宁市市场监督管理局,周振军     杨海霞,2021-11-20,2016-11-21,陈时飞,201
3341,913308027368893916,吾小明,膏霜乳液单元；一般液态单元（具体产品类别见副本） ,浙江省衢州市柯城区浙江省衢州市柯城区航埠镇兴航三路10号,浙江美姿婷化妆品有限公司,浙江省衢州市柯城区航埠镇兴航三路10号,Y,吾小明,,浙妆20160158,浙江省食品药品监督管理局,吾小明,柯城区市场监督管理局,邱志明  邓洪新,2021-11-20,2016-11-21,陈时飞,201
3342,91370829678134555T,权波涛,"一般液态单元（护发清洁类、护肤水类）,膏霜乳液单元（护肤清洁类）,粉单元（散粉类）",嘉祥经济开发区机场路与吉祥路交汇处西200米,山东复大生物科技有限公司,嘉祥经济开发区（吉祥路与机场路交界处西200米）,Y,权波涛,,鲁妆20160061,山东省食品药品监督管理局,权波涛,嘉祥县食品药品监督管理局,王传海  朱本涛,2021-11-20,2016-11-21,王建政,201
3343,91370831073022059T,倪军,一般液态单元（护肤水类）,山东省济宁市泗水县经济开发区泉福路16号,山东银河生物科技有限公司,泗水县经济开发区泉福路16号,Y,杨永生,,鲁妆20160060,山东省食品药品监督管理局,张颖异,泗水县食品药品监督管理局,李凤娜  周勇,2021-11-20,2016-11-21,王建政,201
3344,913708294937493269,徐永光,一般液态单元（护发清洁类），膏霜乳液单元（护肤清洁类），粉单元（散粉类）,山东省济宁市任城区洸河路和古槐路交叉口汇源科技楼424室,山东皇菴堂药业有限公司,山东省济宁市嘉祥县马村镇政府驻地北338线西侧2公里处,Y,徐永光,,鲁妆20160059,山东省食品药品监督管理局,徐宪民,嘉祥县食品药品监督管理局,王继东  李自锋,2021-11-20,2016-11-21,王建政,201
3345,70076656-8,孙庆州,"一般液态单元（护发清洁类）；膏霜乳液单元（护发类）***""",霸州市开发区地角村,霸州市开发区津州化妆品厂,霸州市开发区地角村,Y,孙庆州,,冀妆20160020,河北省食品药品监督管理局,李伦,霸州市食品药品监督管理局,肖为民 刘建波,2021-11-17,2016-11-17,李基滏,201
3346,91310115736663923M,李炜,膏霜乳液单元（护肤清洁类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市浦东新区南汇工业园区园中路278号,枰和卫生用品（上海）有限公司,上海市浦东新区南汇工业园区园中路278号,Y,黑川宣彦,,沪妆20160083,上海市食品药品监督管理局,中原捷,上海市浦东新区市场监督管理局,金剑、冯乾、顾婷华、张巍、王译倩、吴小芹,2021-11-16,2016-11-17,周群,201
3347,913101200558831976,徐人羡,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区金汇镇江艇路188号2号楼,上海柔素生物科技有限公司,上海市奉贤区金汇镇江艇路188号2号楼,Y,徐人羡,,沪妆20160079,上海市食品药品监督管理局,杨爱芳,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2021-11-16,2016-11-17,周群,201
3348,91440111MA59AB922K,廉大伟,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区均禾街清湖村苏元庄工业三楼,广州市琳之密语化妆品有限公司,广州市白云区均禾街清湖村苏元庄工业三楼,Y,廉大伟,,粤妆20161238,广东省药品监督管理局,曹臻,白云区局均禾食品药品监督管理所,赖成旭、何文健,2021-11-15,2016-11-16,严振,206
3349,9144011177119531XE,郭晓杰,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区龙归镇永兴村第十四经济合作社龙河东路,广州市尹姬化妆品制造有限公司,广州市白云区龙归镇永兴村第十四经济合作社龙河东路,Y,郭晓勇,,粤妆20161233,广东省食品药品监督管理局,李晓飞,白云区局太和食品药品监督管理所,黄礼杰、任卫红,2021-11-15,2016-11-16,严振,206
